ANIO_VIAJE,MES_VIAJE,LOCATION_ID_SALIDA,ZONE_SALIDA,LOCATION_ID_LLEGADA,ZONE_LLEGADA,Borough_SALIDA,Borough_LLEGADA,TOTAL_VIAJES,TRIP_DISTANCE,TOTAL_TARIFA
2011,4,14,Bay Ridge,45,Chinatown,Brooklyn,Manhattan,3,24.22,57.5
2011,4,95,Forest Hills,95,Forest Hills,Queens,Queens,3282,4408.870000000011,20423.79999999993
2011,4,113,Greenwich Village North,79,East Village,Manhattan,Manhattan,15758,12701.850000000013,81901.48999999987
2011,4,113,Greenwich Village North,90,Flatiron,Manhattan,Manhattan,8319,7947.93,45619.08999999998
2011,4,125,Hudson Sq,82,Elmhurst,Manhattan,Queens,31,278.21999999999997,729.5
2011,4,13,Battery Park City,50,Clinton West,Manhattan,Manhattan,954,3839.6400000000017,12344.599999999997
2011,4,50,Clinton West,82,Elmhurst,Manhattan,Queens,58,457.36,1262.9999999999998
2011,4,43,Central Park,95,Forest Hills,Manhattan,Queens,61,601.3700000000001,1632.4999999999995
2011,4,88,Financial District South,75,East Harlem South,Manhattan,Manhattan,155,1275.42,3266.3000000000015
2011,4,80,East Williamsburg,68,East Chelsea,Brooklyn,Manhattan,74,389.42999999999984,1258.6000000000006
2011,4,4,Alphabet City,91,Flatlands,Manhattan,Brooklyn,7,99.75,248.70000000000002
2011,4,48,Clinton East,56,Corona,Manhattan,Queens,58,535.4300000000001,1423.4
2011,4,74,East Harlem North,83,Elmhurst/Maspeth,Manhattan,Queens,33,232.38000000000002,636.9000000000001
2011,4,92,Flushing,75,East Harlem South,Queens,Manhattan,10,104.77999999999999,254.99999999999997
2011,4,50,Clinton West,58,Country Club,Manhattan,Bronx,5,74.83,165.7
2011,4,19,Bellerose,64,Douglaston,Queens,Queens,3,20.29,56.0
2011,4,75,East Harlem South,8,Astoria Park,Manhattan,Queens,7,19.2,68.7
2011,4,107,Gramercy,120,Highbridge Park,Manhattan,Manhattan,8,78.42,189.2
2011,4,125,Hudson Sq,121,Hillcrest/Pomonok,Manhattan,Queens,5,70.4,170.10000000000002
2011,4,126,Hunts Point,92,Flushing,Bronx,Queens,2,31.7,77.80000000000001
2011,4,7,Astoria,120,Highbridge Park,Queens,Manhattan,1,10.5,24.9
2011,4,78,East Tremont,114,Greenwich Village South,Bronx,Manhattan,1,2.1,8.1
2011,4,83,Elmhurst/Maspeth,41,Central Harlem,Queens,Manhattan,3,23.44,64.3
2011,4,12,Battery Park,67,Dyker Heights,Manhattan,Brooklyn,3,25.71,62.3
2011,4,39,Canarsie,114,Greenwich Village South,Brooklyn,Manhattan,1,1.16,7.3
2011,4,74,East Harlem North,62,Crown Heights South,Manhattan,Brooklyn,1,1.32,30.9
2011,4,9,Auburndale,121,Hillcrest/Pomonok,Queens,Queens,3,5.65,24.3
2011,4,24,Bloomingdale,82,Elmhurst,Manhattan,Queens,6,54.78,162.20000000000002
2011,4,21,Bensonhurst East,4,Alphabet City,Brooklyn,Manhattan,1,12.21,29.3
2011,4,42,Central Harlem North,47,Claremont/Bathgate,Manhattan,Bronx,2,6.199999999999999,22.2
2011,4,41,Central Harlem,101,Glen Oaks,Manhattan,Queens,1,19.1,42.1
2011,4,89,Flatbush/Ditmas Park,108,Gravesend,Brooklyn,Brooklyn,3,11.16,32.7
2011,4,100,Garment District,8,Astoria Park,Manhattan,Queens,4,23.56,68.39999999999999
2011,4,106,Gowanus,43,Central Park,Brooklyn,Manhattan,4,27.6,83.2
2011,4,65,Downtown Brooklyn/MetroTech,15,Bay Terrace/Fort Totten,Brooklyn,Queens,1,16.9,40.1
2011,4,48,Clinton East,89,Flatbush/Ditmas Park,Manhattan,Brooklyn,196,2137.4800000000005,5775.600000000001
2011,4,48,Clinton East,13,Battery Park City,Manhattan,Manhattan,3914,17102.909999999956,54848.899999999914
2011,4,68,East Chelsea,34,Brooklyn Navy Yard,Manhattan,Brooklyn,32,188.3,593.1999999999999
2011,4,49,Clinton Hill,79,East Village,Brooklyn,Manhattan,235,923.5399999999998,3059.5000000000014
2011,4,113,Greenwich Village North,112,Greenpoint,Manhattan,Brooklyn,694,3425.479999999999,10576.199999999997
2011,4,74,East Harlem North,42,Central Harlem North,Manhattan,Manhattan,1236,1954.9300000000007,8583.099999999999
2011,4,125,Hudson Sq,89,Flatbush/Ditmas Park,Manhattan,Brooklyn,90,695.1100000000001,1939.8
2011,4,24,Bloomingdale,14,Bay Ridge,Manhattan,Brooklyn,11,173.75,421.09999999999997
2011,4,33,Brooklyn Heights,17,Bedford,Brooklyn,Brooklyn,157,463.00999999999993,1699.6999999999998
2011,4,12,Battery Park,68,East Chelsea,Manhattan,Manhattan,145,531.6900000000004,1787.6999999999996
2011,4,28,Briarwood/Jamaica Hills,121,Hillcrest/Pomonok,Queens,Queens,19,51.28999999999999,171.50000000000003
2011,4,13,Battery Park City,96,Forest Park/Highland Park,Manhattan,Queens,1,14.1,32.5
2011,4,116,Hamilton Heights,13,Battery Park City,Manhattan,Manhattan,30,266.32000000000005,712.1999999999999
2011,4,75,East Harlem South,89,Flatbush/Ditmas Park,Manhattan,Brooklyn,19,284.71,690.3000000000001
2011,4,96,Forest Park/Highland Park,63,Cypress Hills,Queens,Brooklyn,30,88.68,304.2
2011,4,43,Central Park,60,Crotona Park East,Manhattan,Bronx,3,26.619999999999997,68.30000000000001
2011,4,88,Financial District South,29,Brighton Beach,Manhattan,Brooklyn,19,260.78000000000003,624.6999999999999
2011,4,87,Financial District North,28,Briarwood/Jamaica Hills,Manhattan,Queens,6,94.21,219.79999999999995
2011,4,10,Baisley Park,41,Central Harlem,Queens,Manhattan,9,133.41,405.0
2011,4,107,Gramercy,15,Bay Terrace/Fort Totten,Manhattan,Queens,8,114.91000000000003,291.6
2011,4,4,Alphabet City,73,East Flushing,Manhattan,Queens,1,12.5,28.1
2011,4,70,East Elmhurst,1,Newark Airport,Queens,EWR,1,26.38,73.5
2011,4,2,Jamaica Bay,46,City Island,Queens,Bronx,1,22.28,45.0
2011,4,56,Corona,9,Auburndale,Queens,Queens,1,5.87,14.5
2011,4,87,Financial District North,73,East Flushing,Manhattan,Queens,3,48.59,114.69999999999999
2011,4,69,East Concourse/Concourse Village,79,East Village,Bronx,Manhattan,1,6.46,17.3
2011,4,93,Flushing Meadows-Corona Park,19,Bellerose,Queens,Queens,1,10.0,22.9
2011,4,116,Hamilton Heights,3,Allerton/Pelham Gardens,Manhattan,Bronx,1,12.6,30.9
2011,4,107,Gramercy,75,East Harlem South,Manhattan,Manhattan,1953,8675.379999999988,25785.300000000007
2011,4,112,Greenpoint,87,Financial District North,Brooklyn,Manhattan,42,241.9,710.3000000000002
2011,4,79,East Village,17,Bedford,Manhattan,Brooklyn,1492,6464.799999999992,21050.800000000007
2011,4,48,Clinton East,26,Borough Park,Manhattan,Brooklyn,51,617.08,1561.9
2011,4,45,Chinatown,114,Greenwich Village South,Manhattan,Manhattan,633,808.9699999999998,4246.099999999999
2011,4,7,Astoria,62,Crown Heights South,Queens,Brooklyn,8,75.86999999999999,192.8
2011,4,79,East Village,69,East Concourse/Concourse Village,Manhattan,Bronx,75,705.3800000000002,1783.8999999999994
2011,4,61,Crown Heights North,106,Gowanus,Brooklyn,Brooklyn,23,66.94999999999999,235.49999999999997
2011,4,75,East Harlem South,13,Battery Park City,Manhattan,Manhattan,243,2091.1300000000006,5544.300000000002
2011,4,83,Elmhurst/Maspeth,74,East Harlem North,Queens,Manhattan,19,129.99,378.79999999999995
2011,4,7,Astoria,45,Chinatown,Queens,Manhattan,16,130.21,363.20000000000005
2011,4,25,Boerum Hill,36,Bushwick North,Brooklyn,Brooklyn,77,387.09999999999997,1198.9000000000003
2011,4,114,Greenwich Village South,119,Highbridge,Manhattan,Bronx,11,123.07000000000001,300.3
2011,4,87,Financial District North,22,Bensonhurst West,Manhattan,Brooklyn,51,521.29,1337.8999999999999
2011,4,100,Garment District,18,Bedford Park,Manhattan,Bronx,44,549.86,1314.3999999999999
2011,4,75,East Harlem South,51,Co-Op City,Manhattan,Bronx,13,151.65999999999997,357.7
2011,4,125,Hudson Sq,119,Highbridge,Manhattan,Bronx,4,44.690000000000005,118.8
2011,4,107,Gramercy,76,East New York,Manhattan,Brooklyn,19,221.36999999999998,603.9000000000001
2011,4,73,East Flushing,73,East Flushing,Queens,Queens,145,443.96000000000004,1736.7999999999997
2011,4,50,Clinton West,6,Arrochar/Fort Wadsworth,Manhattan,Staten Island,7,111.71000000000001,264.7
2011,4,75,East Harlem South,20,Belmont,Manhattan,Bronx,7,60.88000000000001,157.9
2011,4,93,Flushing Meadows-Corona Park,79,East Village,Queens,Manhattan,22,215.28,928.5
2011,4,36,Bushwick North,48,Clinton East,Brooklyn,Manhattan,2,15.46,41.8
2011,4,41,Central Harlem,1,Newark Airport,Manhattan,EWR,22,499.65999999999997,1450.6999999999998
2011,4,17,Bedford,102,Glendale,Brooklyn,Queens,2,14.52,40.2
2011,4,67,Dyker Heights,108,Gravesend,Brooklyn,Brooklyn,2,16.67,44.599999999999994
2011,4,98,Fresh Meadows,53,College Point,Queens,Queens,1,5.37,13.7
2011,4,41,Central Harlem,126,Hunts Point,Manhattan,Bronx,11,67.94999999999999,189.10000000000002
2011,4,123,Homecrest,90,Flatiron,Brooklyn,Manhattan,1,0.8,4.9
2011,4,93,Flushing Meadows-Corona Park,42,Central Harlem North,Queens,Manhattan,2,20.46,69.1
2011,4,33,Brooklyn Heights,39,Canarsie,Brooklyn,Brooklyn,4,42.37,114.8
2011,4,125,Hudson Sq,31,Bronx Park,Manhattan,Bronx,1,14.3,33.3
2011,4,2,Jamaica Bay,108,Gravesend,Queens,Brooklyn,1,16.62,45.0
2011,4,126,Hunts Point,64,Douglaston,Bronx,Queens,1,34.76,122.5
2011,4,94,Fordham South,74,East Harlem North,Bronx,Manhattan,2,10.120000000000001,29.8
2011,4,28,Briarwood/Jamaica Hills,108,Gravesend,Queens,Brooklyn,1,16.8,36.1
2011,4,68,East Chelsea,37,Bushwick South,Manhattan,Brooklyn,334,2195.38,6790.999999999997
2011,4,65,Downtown Brooklyn/MetroTech,36,Bushwick North,Brooklyn,Brooklyn,64,266.74000000000007,848.8
2011,4,82,Elmhurst,95,Forest Hills,Queens,Queens,66,141.59999999999997,541.0000000000001
2011,4,74,East Harlem North,52,Cobble Hill,Manhattan,Brooklyn,8,87.96,210.40000000000003
2011,4,74,East Harlem North,24,Bloomingdale,Manhattan,Manhattan,391,734.2700000000003,3169.299999999998
2011,4,113,Greenwich Village North,1,Newark Airport,Manhattan,EWR,248,3815.77,12905.999999999998
2011,4,88,Financial District South,34,Brooklyn Navy Yard,Manhattan,Brooklyn,7,22.95,79.9
2011,4,45,Chinatown,52,Cobble Hill,Manhattan,Brooklyn,66,175.96000000000004,633.7999999999997
2011,4,37,Bushwick South,61,Crown Heights North,Brooklyn,Brooklyn,64,212.49999999999994,697.1999999999999
2011,4,90,Flatiron,122,Hollis,Manhattan,Queens,2,29.7,67.0
2011,4,11,Bath Beach,115,Grymes Hill/Clifton,Brooklyn,Staten Island,1,5.2,13.3
2011,4,8,Astoria Park,90,Flatiron,Queens,Manhattan,9,60.940000000000005,186.89999999999998
2011,4,7,Astoria,106,Gowanus,Queens,Brooklyn,10,114.86000000000001,274.6
2011,4,83,Elmhurst/Maspeth,57,Corona,Queens,Queens,3,9.79,33.9
2011,4,45,Chinatown,14,Bay Ridge,Manhattan,Brooklyn,49,443.77000000000004,1080.9
2011,4,112,Greenpoint,95,Forest Hills,Brooklyn,Queens,20,137.53,355.59999999999997
2011,4,95,Forest Hills,76,East New York,Queens,Brooklyn,17,108.68,296.5
2011,4,93,Flushing Meadows-Corona Park,13,Battery Park City,Queens,Manhattan,6,91.04,254.3
2011,4,24,Bloomingdale,89,Flatbush/Ditmas Park,Manhattan,Brooklyn,13,220.20999999999998,522.5
2011,4,70,East Elmhurst,108,Gravesend,Queens,Brooklyn,2,39.4,84.19999999999999
2011,4,82,Elmhurst,90,Flatiron,Queens,Manhattan,12,92.63,447.2
2011,4,96,Forest Park/Highland Park,82,Elmhurst,Queens,Queens,11,41.78000000000001,123.9
2011,4,24,Bloomingdale,72,East Flatbush/Remsen Village,Manhattan,Brooklyn,2,31.700000000000003,80.19999999999999
2011,4,125,Hudson Sq,9,Auburndale,Manhattan,Queens,4,65.67,159.2
2011,4,49,Clinton Hill,24,Bloomingdale,Brooklyn,Manhattan,2,20.39,52.599999999999994
2011,4,93,Flushing Meadows-Corona Park,119,Highbridge,Queens,Bronx,1,12.7,30.5
2011,4,49,Clinton Hill,82,Elmhurst,Brooklyn,Queens,2,14.82,37.8
2011,4,89,Flatbush/Ditmas Park,74,East Harlem North,Brooklyn,Manhattan,1,3.35,11.7
2011,4,26,Borough Park,17,Bedford,Brooklyn,Brooklyn,1,6.7,18.9
2011,4,54,Columbia Street,49,Clinton Hill,Brooklyn,Brooklyn,5,13.1,49.3
2011,4,91,Flatlands,1,Newark Airport,Brooklyn,EWR,2,29.45,88.8
2011,4,14,Bay Ridge,80,East Williamsburg,Brooklyn,Brooklyn,1,3.99,12.5
2011,4,28,Briarwood/Jamaica Hills,39,Canarsie,Queens,Brooklyn,1,10.3,24.1
2011,4,98,Fresh Meadows,114,Greenwich Village South,Queens,Manhattan,1,12.8,31.7
2011,4,50,Clinton West,68,East Chelsea,Manhattan,Manhattan,6412,9500.749999999993,42550.50000000023
2011,4,95,Forest Hills,124,Howard Beach,Queens,Queens,46,229.78,691.3999999999999
2011,4,45,Chinatown,13,Battery Park City,Manhattan,Manhattan,724,1120.0600000000004,5333.000000000004
2011,4,125,Hudson Sq,43,Central Park,Manhattan,Manhattan,463,2072.0400000000013,6748.949999999999
2011,4,90,Flatiron,116,Hamilton Heights,Manhattan,Manhattan,560,4237.849999999999,11208.0
2011,4,25,Boerum Hill,95,Forest Hills,Brooklyn,Queens,21,227.30000000000004,556.9
2011,4,97,Fort Greene,52,Cobble Hill,Brooklyn,Brooklyn,131,216.96,977.4999999999998
2011,4,75,East Harlem South,39,Canarsie,Manhattan,Brooklyn,8,130.22000000000003,338.40000000000003
2011,4,50,Clinton West,19,Bellerose,Manhattan,Queens,5,94.43,214.89999999999998
2011,4,100,Garment District,96,Forest Park/Highland Park,Manhattan,Queens,1,10.9,26.1
2011,4,74,East Harlem North,21,Bensonhurst East,Manhattan,Brooklyn,1,17.9,41.3
2011,4,62,Crown Heights South,90,Flatiron,Brooklyn,Manhattan,1,6.69,20.9
2011,4,66,DUMBO/Vinegar Hill,11,Bath Beach,Brooklyn,Brooklyn,1,11.5,27.3
2011,4,65,Downtown Brooklyn/MetroTech,105,Governor's Island/Ellis Island/Liberty Island,Brooklyn,Manhattan,2,8.67,25.799999999999997
2011,4,85,Erasmus,24,Bloomingdale,Brooklyn,Manhattan,1,14.51,38.5
2011,4,83,Elmhurst/Maspeth,50,Clinton West,Queens,Manhattan,2,13.64,43.0
2011,4,95,Forest Hills,21,Bensonhurst East,Queens,Brooklyn,1,19.66,54.9
2011,4,13,Battery Park City,119,Highbridge,Manhattan,Bronx,1,15.32,36.9
2011,4,65,Downtown Brooklyn/MetroTech,90,Flatiron,Brooklyn,Manhattan,174,708.2800000000002,2322.6000000000004
2011,4,68,East Chelsea,41,Central Harlem,Manhattan,Manhattan,1037,5651.160000000001,16289.300000000014
2011,4,50,Clinton West,13,Battery Park City,Manhattan,Manhattan,1686,6751.34000000001,21370.599999999988
2011,4,87,Financial District North,24,Bloomingdale,Manhattan,Manhattan,89,742.69,2032.1000000000004
2011,4,7,Astoria,70,East Elmhurst,Queens,Queens,120,411.8500000000001,1296.1
2011,4,12,Battery Park,43,Central Park,Manhattan,Manhattan,123,839.1600000000001,2489.899999999999
2011,4,82,Elmhurst,10,Baisley Park,Queens,Queens,5,44.230000000000004,107.30000000000001
2011,4,88,Financial District South,36,Bushwick North,Manhattan,Brooklyn,36,238.88000000000005,694.0
2011,4,97,Fort Greene,11,Bath Beach,Brooklyn,Brooklyn,6,60.38,150.6
2011,4,108,Gravesend,29,Brighton Beach,Brooklyn,Brooklyn,7,21.98,79.9
2011,4,112,Greenpoint,93,Flushing Meadows-Corona Park,Brooklyn,Queens,3,21.48,55.5
2011,4,79,East Village,5,Arden Heights,Manhattan,Staten Island,2,52.010000000000005,110.6
2011,4,13,Battery Park City,54,Columbia Street,Manhattan,Brooklyn,27,103.04,331.9
2011,4,28,Briarwood/Jamaica Hills,114,Greenwich Village South,Queens,Manhattan,6,79.19,245.0
2011,4,7,Astoria,8,Astoria Park,Queens,Queens,14,26.809999999999995,103.8
2011,4,10,Baisley Park,1,Newark Airport,Queens,EWR,1,32.8,95.9
2011,4,21,Bensonhurst East,108,Gravesend,Brooklyn,Brooklyn,23,49.14999999999999,198.3
2011,4,93,Flushing Meadows-Corona Park,100,Garment District,Queens,Manhattan,10,85.21000000000001,392.6
2011,4,97,Fort Greene,55,Coney Island,Brooklyn,Brooklyn,7,82.03,215.89999999999998
2011,4,98,Fresh Meadows,9,Auburndale,Queens,Queens,6,28.1,79.4
2011,4,45,Chinatown,120,Highbridge Park,Manhattan,Manhattan,1,10.2,25.3
2011,4,36,Bushwick North,65,Downtown Brooklyn/MetroTech,Brooklyn,Brooklyn,7,22.970000000000002,84.7
2011,4,66,DUMBO/Vinegar Hill,98,Fresh Meadows,Brooklyn,Queens,1,13.0,29.3
2011,4,4,Alphabet City,121,Hillcrest/Pomonok,Manhattan,Queens,1,15.7,37.7
2011,4,107,Gramercy,115,Grymes Hill/Clifton,Manhattan,Staten Island,4,66.38,158.4
2011,4,57,Corona,93,Flushing Meadows-Corona Park,Queens,Queens,4,13.489999999999998,43.2
2011,4,118,Heartland Village/Todt Hill,55,Coney Island,Staten Island,Brooklyn,1,7.28,19.7
2011,4,74,East Harlem North,55,Coney Island,Manhattan,Brooklyn,1,23.9,56.9
2011,4,118,Heartland Village/Todt Hill,107,Gramercy,Staten Island,Manhattan,1,2.77,8.5
2011,4,116,Hamilton Heights,108,Gravesend,Manhattan,Brooklyn,1,22.61,59.3
2011,4,107,Gramercy,127,Inwood,Manhattan,Manhattan,149,1620.1100000000006,3971.7000000000007
2011,4,87,Financial District North,87,Financial District North,Manhattan,Manhattan,2245,2573.5299999999993,20522.7
2011,4,7,Astoria,79,East Village,Queens,Manhattan,465,2727.72,7766.999999999999
2011,4,90,Flatiron,62,Crown Heights South,Manhattan,Brooklyn,97,676.6600000000001,2004.0999999999997
2011,4,13,Battery Park City,75,East Harlem South,Manhattan,Manhattan,235,2064.1300000000006,5368.299999999996
2011,4,19,Bellerose,93,Flushing Meadows-Corona Park,Queens,Queens,1,7.6,18.5
2011,4,80,East Williamsburg,116,Hamilton Heights,Brooklyn,Manhattan,16,183.56,477.5999999999999
2011,4,37,Bushwick South,49,Clinton Hill,Brooklyn,Brooklyn,75,209.4800000000001,745.9
2011,4,88,Financial District South,54,Columbia Street,Manhattan,Brooklyn,27,98.78999999999998,328.7
2011,4,52,Cobble Hill,80,East Williamsburg,Brooklyn,Brooklyn,71,343.61999999999995,980.7000000000002
2011,4,40,Carroll Gardens,127,Inwood,Brooklyn,Manhattan,5,85.18,199.3
2011,4,87,Financial District North,23,Bloomfield/Emerson Hill,Manhattan,Staten Island,7,122.7,279.5
2011,4,109,Great Kills,110,Great Kills Park,Staten Island,Staten Island,2,6.57,20.6
2011,4,14,Bay Ridge,112,Greenpoint,Brooklyn,Brooklyn,2,15.219999999999999,38.2
2011,4,107,Gramercy,8,Astoria Park,Manhattan,Queens,4,25.080000000000002,69.6
2011,4,41,Central Harlem,95,Forest Hills,Manhattan,Queens,9,108.86999999999999,264.09999999999997
2011,4,52,Cobble Hill,12,Battery Park,Brooklyn,Manhattan,2,7.0,23.4
2011,4,72,East Flatbush/Remsen Village,96,Forest Park/Highland Park,Brooklyn,Queens,1,4.29,13.7
2011,4,45,Chinatown,98,Fresh Meadows,Manhattan,Queens,1,15.2,34.9
2011,4,34,Brooklyn Navy Yard,39,Canarsie,Brooklyn,Brooklyn,1,7.8,20.9
2011,4,62,Crown Heights South,2,Jamaica Bay,Brooklyn,Queens,1,1.86,6.5
2011,4,97,Fort Greene,17,Bedford,Brooklyn,Brooklyn,379,706.7500000000003,2845.8999999999987
2011,4,87,Financial District North,13,Battery Park City,Manhattan,Manhattan,3130,4057.429999999992,20330.59999999999
2011,4,48,Clinton East,82,Elmhurst,Manhattan,Queens,279,2044.5900000000008,5740.699999999998
2011,4,80,East Williamsburg,7,Astoria,Brooklyn,Queens,180,1058.8800000000003,2926.800000000001
2011,4,95,Forest Hills,82,Elmhurst,Queens,Queens,218,542.0199999999999,2091.0000000000005
2011,4,95,Forest Hills,9,Auburndale,Queens,Queens,31,183.33000000000004,488.3
2011,4,79,East Village,1,Newark Airport,Manhattan,EWR,349,5442.859999999999,18649.800000000007
2011,4,7,Astoria,82,Elmhurst,Queens,Queens,287,1063.55,3463.499999999999
2011,4,100,Garment District,71,East Flatbush/Farragut,Manhattan,Brooklyn,39,432.22999999999985,1222.2999999999997
2011,4,43,Central Park,49,Clinton Hill,Manhattan,Brooklyn,57,513.67,1435.2999999999995
2011,4,95,Forest Hills,125,Hudson Sq,Queens,Manhattan,17,177.93,462.8999999999999
2011,4,17,Bedford,45,Chinatown,Brooklyn,Manhattan,4,21.669999999999998,62.800000000000004
2011,4,65,Downtown Brooklyn/MetroTech,98,Fresh Meadows,Brooklyn,Queens,1,14.6,34.5
2011,4,75,East Harlem South,26,Borough Park,Manhattan,Brooklyn,20,313.69999999999993,762.8000000000002
2011,4,14,Bay Ridge,26,Borough Park,Brooklyn,Brooklyn,11,44.59,138.3
2011,4,60,Crotona Park East,59,Crotona Park,Bronx,Bronx,6,8.33,43.400000000000006
2011,4,83,Elmhurst/Maspeth,4,Alphabet City,Queens,Manhattan,1,6.97,16.9
2011,4,125,Hudson Sq,26,Borough Park,Manhattan,Brooklyn,5,41.11,108.49999999999999
2011,4,106,Gowanus,95,Forest Hills,Brooklyn,Queens,2,24.16,60.6
2011,4,34,Brooklyn Navy Yard,113,Greenwich Village North,Brooklyn,Manhattan,8,29.400000000000002,99.60000000000001
2011,4,98,Fresh Meadows,19,Bellerose,Queens,Queens,1,0.25,8.5
2011,4,10,Baisley Park,26,Borough Park,Queens,Brooklyn,1,11.77,27.3
2011,4,37,Bushwick South,53,College Point,Brooklyn,Queens,1,17.48,40.1
2011,4,83,Elmhurst/Maspeth,28,Briarwood/Jamaica Hills,Queens,Queens,2,13.11,31.799999999999997
2011,4,85,Erasmus,14,Bay Ridge,Brooklyn,Brooklyn,1,22.64,60.1
2011,4,69,East Concourse/Concourse Village,75,East Harlem South,Bronx,Manhattan,2,7.890000000000001,24.6
2011,4,118,Heartland Village/Todt Hill,114,Greenwich Village South,Staten Island,Manhattan,1,1.28,5.3
2011,4,97,Fort Greene,20,Belmont,Brooklyn,Bronx,1,17.0,42.1
2011,4,7,Astoria,122,Hollis,Queens,Queens,1,14.5,33.7
2011,4,13,Battery Park City,13,Battery Park City,Manhattan,Manhattan,3617,5098.189999999988,28642.400000000012
2011,4,25,Boerum Hill,25,Boerum Hill,Brooklyn,Brooklyn,1256,1614.5699999999968,8563.099999999995
2011,4,7,Astoria,83,Elmhurst/Maspeth,Queens,Queens,180,579.3400000000005,1812.0000000000011
2011,4,100,Garment District,4,Alphabet City,Manhattan,Manhattan,705,2163.169999999996,8025.700000000001
2011,4,67,Dyker Heights,67,Dyker Heights,Brooklyn,Brooklyn,292,627.3800000000005,2928.699999999999
2011,4,4,Alphabet City,52,Cobble Hill,Manhattan,Brooklyn,87,412.8400000000002,1289.8999999999996
2011,4,112,Greenpoint,97,Fort Greene,Brooklyn,Brooklyn,96,416.8699999999999,1237.3000000000002
2011,4,48,Clinton East,14,Bay Ridge,Manhattan,Brooklyn,348,4493.730000000002,11379.999999999995
2011,4,66,DUMBO/Vinegar Hill,79,East Village,Brooklyn,Manhattan,332,1187.3700000000003,3970.0000000000005
2011,4,45,Chinatown,100,Garment District,Manhattan,Manhattan,382,1341.6499999999994,4935.000000000004
2011,4,41,Central Harlem,43,Central Park,Manhattan,Manhattan,900,1739.3900000000015,6874.799999999998
2011,4,100,Garment District,61,Crown Heights North,Manhattan,Brooklyn,253,2143.44,6327.700000000004
2011,4,87,Financial District North,106,Gowanus,Manhattan,Brooklyn,64,283.28999999999996,885.6
2011,4,32,Bronxdale,32,Bronxdale,Bronx,Bronx,369,1008.1200000000003,3553.5999999999995
2011,4,42,Central Harlem North,79,East Village,Manhattan,Manhattan,66,533.51,1401.8
2011,4,48,Clinton East,19,Bellerose,Manhattan,Queens,7,120.80999999999999,277.5
2011,4,17,Bedford,76,East New York,Brooklyn,Brooklyn,8,45.69,132.0
2011,4,95,Forest Hills,13,Battery Park City,Queens,Manhattan,28,368.35,888.4
2011,4,42,Central Harlem North,97,Fort Greene,Manhattan,Brooklyn,9,114.43999999999998,285.7
2011,4,106,Gowanus,112,Greenpoint,Brooklyn,Brooklyn,33,214.31000000000003,572.9
2011,4,18,Bedford Park,18,Bedford Park,Bronx,Bronx,132,276.5,1171.5000000000002
2011,4,4,Alphabet City,127,Inwood,Manhattan,Manhattan,32,379.16,914.4
2011,4,74,East Harlem North,1,Newark Airport,Manhattan,EWR,12,241.54,786.2
2011,4,66,DUMBO/Vinegar Hill,83,Elmhurst/Maspeth,Brooklyn,Queens,7,63.27,153.20000000000002
2011,4,122,Hollis,122,Hollis,Queens,Queens,18,41.49999999999999,119.0
2011,4,35,Brownsville,77,East New York/Pennsylvania Avenue,Brooklyn,Brooklyn,14,15.950000000000003,83.8
2011,4,42,Central Harlem North,81,Eastchester,Manhattan,Bronx,7,74.49,177.1
2011,4,70,East Elmhurst,16,Bayside,Queens,Queens,2,19.310000000000002,45.8
2011,4,34,Brooklyn Navy Yard,7,Astoria,Brooklyn,Queens,1,7.9,19.7
2011,4,75,East Harlem South,93,Flushing Meadows-Corona Park,Manhattan,Queens,8,81.86000000000001,191.59999999999997
2011,4,63,Cypress Hills,77,East New York/Pennsylvania Avenue,Brooklyn,Brooklyn,4,13.780000000000001,48.400000000000006
2011,4,95,Forest Hills,91,Flatlands,Queens,Brooklyn,2,27.78,71.4
2011,4,75,East Harlem South,21,Bensonhurst East,Manhattan,Brooklyn,4,71.64,168.4
2011,4,40,Carroll Gardens,78,East Tremont,Brooklyn,Bronx,1,18.04,42.1
2011,4,77,East New York/Pennsylvania Avenue,39,Canarsie,Brooklyn,Brooklyn,1,2.3,8.9
2011,4,99,Freshkills Park,4,Alphabet City,Staten Island,Manhattan,1,4.74,16.1
2011,4,42,Central Harlem North,106,Gowanus,Manhattan,Brooklyn,1,13.4,34.9
2011,4,50,Clinton West,37,Bushwick South,Manhattan,Brooklyn,102,849.4,2454.2000000000003
2011,4,125,Hudson Sq,112,Greenpoint,Manhattan,Brooklyn,508,2425.7300000000014,7666.400000000005
2011,4,61,Crown Heights North,17,Bedford,Brooklyn,Brooklyn,92,145.72999999999993,612.1000000000004
2011,4,125,Hudson Sq,75,East Harlem South,Manhattan,Manhattan,242,1546.0299999999997,4297.000000000001
2011,4,107,Gramercy,92,Flushing,Manhattan,Queens,68,791.0199999999999,1926.400000000001
2011,4,7,Astoria,92,Flushing,Queens,Queens,95,616.98,1589.8999999999999
2011,4,88,Financial District South,68,East Chelsea,Manhattan,Manhattan,945,3671.599999999996,12111.299999999994
2011,4,66,DUMBO/Vinegar Hill,48,Clinton East,Brooklyn,Manhattan,118,775.0399999999995,2248.6
2011,4,52,Cobble Hill,10,Baisley Park,Brooklyn,Queens,1,16.5,36.1
2011,4,41,Central Harlem,88,Financial District South,Manhattan,Manhattan,38,366.14000000000004,931.3999999999999
