ANIO_VIAJE,MES_VIAJE,LOCATION_ID_SALIDA,ZONE_SALIDA,LOCATION_ID_LLEGADA,ZONE_LLEGADA,Borough_SALIDA,Borough_LLEGADA,TOTAL_VIAJES,TRIP_DISTANCE,TOTAL_TARIFA
2011,6,76,East New York,35,Brownsville,Brooklyn,Brooklyn,12,28.67,112.0
2011,6,48,Clinton East,34,Brooklyn Navy Yard,Manhattan,Brooklyn,24,185.62999999999997,520.0
2011,6,92,Flushing,102,Glendale,Queens,Queens,5,37.35,97.7
2011,6,66,DUMBO/Vinegar Hill,67,Dyker Heights,Brooklyn,Brooklyn,18,129.68999999999997,321.8
2011,6,4,Alphabet City,21,Bensonhurst East,Manhattan,Brooklyn,6,82.31,206.20000000000002
2011,6,113,Greenwich Village North,64,Douglaston,Manhattan,Queens,4,78.07,189.2
2011,6,82,Elmhurst,96,Forest Park/Highland Park,Queens,Queens,4,10.72,39.2
2011,6,74,East Harlem North,32,Bronxdale,Manhattan,Bronx,6,47.93,133.0
2011,6,16,Bayside,75,East Harlem South,Queens,Manhattan,1,15.42,33.7
2011,6,76,East New York,87,Financial District North,Brooklyn,Manhattan,1,8.32,45.0
2011,6,96,Forest Park/Highland Park,35,Brownsville,Queens,Brooklyn,1,5.2,14.1
2011,6,71,East Flatbush/Farragut,39,Canarsie,Brooklyn,Brooklyn,7,38.96,115.5
2011,6,76,East New York,95,Forest Hills,Brooklyn,Queens,1,17.49,45.0
2011,6,21,Bensonhurst East,76,East New York,Brooklyn,Brooklyn,1,7.36,21.3
2011,6,98,Fresh Meadows,16,Bayside,Queens,Queens,5,18.05,54.900000000000006
2011,6,25,Boerum Hill,3,Allerton/Pelham Gardens,Brooklyn,Bronx,3,60.22,144.3
2011,6,83,Elmhurst/Maspeth,15,Bay Terrace/Fort Totten,Queens,Queens,2,31.12,87.8
2011,6,73,East Flushing,7,Astoria,Queens,Queens,1,14.2,34.1
2011,6,107,Gramercy,107,Gramercy,Manhattan,Manhattan,17381,18732.859999999997,111306.84999999963
2011,6,79,East Village,43,Central Park,Manhattan,Manhattan,2152,9279.900000000016,30261.6
2011,6,107,Gramercy,113,Greenwich Village North,Manhattan,Manhattan,9190,8350.690000000039,48590.37999999987
2011,6,100,Garment District,49,Clinton Hill,Manhattan,Brooklyn,250,1693.4900000000007,5215.4
2011,6,87,Financial District North,95,Forest Hills,Manhattan,Queens,168,2020.6300000000006,4892.399999999999
2011,6,79,East Village,41,Central Harlem,Manhattan,Manhattan,1251,8496.850000000004,23417.499999999996
2011,6,89,Flatbush/Ditmas Park,89,Flatbush/Ditmas Park,Brooklyn,Brooklyn,798,1670.5199999999988,7555.200000000001
2011,6,68,East Chelsea,22,Bensonhurst West,Manhattan,Brooklyn,62,825.3300000000002,2026.5999999999997
2011,6,43,Central Park,100,Garment District,Manhattan,Manhattan,3417,7278.919999999999,34247.20000000005
2011,6,65,Downtown Brooklyn/MetroTech,68,East Chelsea,Brooklyn,Manhattan,307,1476.6199999999994,4590.399999999997
2011,6,43,Central Park,17,Bedford,Manhattan,Brooklyn,35,322.11,909.9
2011,6,13,Battery Park City,6,Arrochar/Fort Wadsworth,Manhattan,Staten Island,10,114.96000000000001,294.6
2011,6,95,Forest Hills,48,Clinton East,Queens,Manhattan,30,272.93999999999994,795.9000000000001
2011,6,76,East New York,13,Battery Park City,Brooklyn,Manhattan,2,28.82,90.0
2011,6,76,East New York,77,East New York/Pennsylvania Avenue,Brooklyn,Brooklyn,18,33.31,140.59999999999997
2011,6,66,DUMBO/Vinegar Hill,62,Crown Heights South,Brooklyn,Brooklyn,16,64.47999999999999,213.20000000000002
2011,6,52,Cobble Hill,11,Bath Beach,Brooklyn,Brooklyn,5,44.03,109.30000000000001
2011,6,87,Financial District North,115,Grymes Hill/Clifton,Manhattan,Staten Island,6,80.55,183.8
2011,6,50,Clinton West,91,Flatlands,Manhattan,Brooklyn,23,332.35,855.5000000000001
2011,6,112,Greenpoint,13,Battery Park City,Brooklyn,Manhattan,20,120.95000000000002,354.4
2011,6,65,Downtown Brooklyn/MetroTech,51,Co-Op City,Brooklyn,Bronx,2,52.63,117.8
2011,6,105,Governor's Island/Ellis Island/Liberty Island,54,Columbia Street,Manhattan,Brooklyn,20,38.84,161.6
2011,6,85,Erasmus,108,Gravesend,Brooklyn,Brooklyn,1,5.3,16.5
2011,6,87,Financial District North,69,East Concourse/Concourse Village,Manhattan,Bronx,25,282.91,670.4999999999998
2011,6,116,Hamilton Heights,94,Fordham South,Manhattan,Bronx,3,17.91,53.5
2011,6,64,Douglaston,48,Clinton East,Queens,Manhattan,2,13.700000000000001,36.2
2011,6,112,Greenpoint,70,East Elmhurst,Brooklyn,Queens,2,14.899999999999999,40.599999999999994
2011,6,115,Grymes Hill/Clifton,118,Heartland Village/Todt Hill,Staten Island,Staten Island,1,1.85,7.7
2011,6,18,Bedford Park,3,Allerton/Pelham Gardens,Bronx,Bronx,1,2.9,9.7
2011,6,51,Co-Op City,32,Bronxdale,Bronx,Bronx,1,1.8,6.9
2011,6,9,Auburndale,53,College Point,Queens,Queens,1,3.14,9.7
2011,6,55,Coney Island,42,Central Harlem North,Brooklyn,Manhattan,1,24.3,54.5
2011,6,52,Cobble Hill,127,Inwood,Brooklyn,Manhattan,1,14.86,37.3
2011,6,121,Hillcrest/Pomonok,19,Bellerose,Queens,Queens,1,4.9,12.5
2011,6,4,Alphabet City,17,Bedford,Manhattan,Brooklyn,183,811.6800000000001,2697.9
2011,6,116,Hamilton Heights,87,Financial District North,Manhattan,Manhattan,26,269.37,705.7999999999998
2011,6,95,Forest Hills,98,Fresh Meadows,Queens,Queens,56,267.08000000000004,755.5999999999998
2011,6,7,Astoria,45,Chinatown,Queens,Manhattan,18,144.07,386.59999999999997
2011,6,7,Astoria,80,East Williamsburg,Queens,Brooklyn,99,520.7899999999997,1501.1000000000001
2011,6,68,East Chelsea,20,Belmont,Manhattan,Bronx,29,365.82,892.8999999999999
2011,6,75,East Harlem South,47,Claremont/Bathgate,Manhattan,Bronx,28,141.64000000000001,444.3999999999999
2011,6,90,Flatiron,106,Gowanus,Manhattan,Brooklyn,165,992.4800000000005,3080.9000000000015
2011,6,50,Clinton West,94,Fordham South,Manhattan,Bronx,8,78.38,202.00000000000003
2011,6,69,East Concourse/Concourse Village,42,Central Harlem North,Bronx,Manhattan,19,37.81999999999999,167.10000000000002
2011,6,106,Gowanus,68,East Chelsea,Brooklyn,Manhattan,25,152.01999999999995,458.49999999999994
2011,6,60,Crotona Park East,41,Central Harlem,Bronx,Manhattan,2,8.01,23.4
2011,6,64,Douglaston,101,Glen Oaks,Queens,Queens,2,2.6799999999999997,13.8
2011,6,21,Bensonhurst East,26,Borough Park,Brooklyn,Brooklyn,6,15.09,51.0
2011,6,122,Hollis,124,Howard Beach,Queens,Queens,1,9.64,27.3
2011,6,2,Jamaica Bay,21,Bensonhurst East,Queens,Brooklyn,1,17.82,59.5
2011,6,102,Glendale,63,Cypress Hills,Queens,Brooklyn,8,19.7,70.4
2011,6,106,Gowanus,67,Dyker Heights,Brooklyn,Brooklyn,10,48.33,150.2
2011,6,70,East Elmhurst,119,Highbridge,Queens,Bronx,3,24.0,58.7
2011,6,49,Clinton Hill,11,Bath Beach,Brooklyn,Brooklyn,1,10.3,24.1
2011,6,23,Bloomfield/Emerson Hill,115,Grymes Hill/Clifton,Staten Island,Staten Island,1,5.4,15.7
2011,6,87,Financial District North,53,College Point,Manhattan,Queens,5,79.25,187.70000000000002
2011,6,25,Boerum Hill,124,Howard Beach,Brooklyn,Queens,2,32.980000000000004,99.1
2011,6,91,Flatlands,26,Borough Park,Brooklyn,Brooklyn,1,2.42,8.1
2011,6,41,Central Harlem,76,East New York,Manhattan,Brooklyn,3,51.15,126.30000000000001
2011,6,125,Hudson Sq,78,East Tremont,Manhattan,Bronx,2,27.03,65.8
2011,6,80,East Williamsburg,122,Hollis,Brooklyn,Queens,1,12.7,31.3
2011,6,54,Columbia Street,121,Hillcrest/Pomonok,Brooklyn,Queens,1,1.29,30.9
2011,6,121,Hillcrest/Pomonok,70,East Elmhurst,Queens,Queens,1,5.54,14.9
2011,6,19,Bellerose,98,Fresh Meadows,Queens,Queens,1,19.36,45.0
2011,6,109,Great Kills,44,Charleston/Tottenville,Staten Island,Staten Island,1,17.41,45.0
2011,6,112,Greenpoint,17,Bedford,Brooklyn,Brooklyn,200,650.8500000000004,2135.6
2011,6,50,Clinton West,114,Greenwich Village South,Manhattan,Manhattan,1219,4028.2199999999966,14486.699999999997
2011,6,87,Financial District North,66,DUMBO/Vinegar Hill,Manhattan,Brooklyn,496,1181.48,4234.0000000000055
2011,6,50,Clinton West,45,Chinatown,Manhattan,Manhattan,311,1380.5100000000011,4716.7
2011,6,107,Gramercy,26,Borough Park,Manhattan,Brooklyn,41,410.02,1092.1
2011,6,95,Forest Hills,36,Bushwick North,Queens,Brooklyn,39,191.59000000000003,609.9000000000002
2011,6,66,DUMBO/Vinegar Hill,40,Carroll Gardens,Brooklyn,Brooklyn,129,281.94000000000005,1062.8999999999996
2011,6,40,Carroll Gardens,4,Alphabet City,Brooklyn,Manhattan,87,453.12000000000006,1395.1000000000006
2011,6,66,DUMBO/Vinegar Hill,80,East Williamsburg,Brooklyn,Brooklyn,155,561.4200000000002,1684.6999999999998
2011,6,70,East Elmhurst,28,Briarwood/Jamaica Hills,Queens,Queens,11,72.78,180.70000000000002
2011,6,114,Greenwich Village South,72,East Flatbush/Remsen Village,Manhattan,Brooklyn,20,164.29,491.1999999999999
2011,6,61,Crown Heights North,36,Bushwick North,Brooklyn,Brooklyn,25,93.85,312.09999999999997
2011,6,97,Fort Greene,35,Brownsville,Brooklyn,Brooklyn,15,73.72,241.80000000000004
2011,6,9,Auburndale,73,East Flushing,Queens,Queens,8,24.61,80.80000000000001
2011,6,18,Bedford Park,74,East Harlem North,Bronx,Manhattan,2,11.5,30.6
2011,6,29,Brighton Beach,14,Bay Ridge,Brooklyn,Brooklyn,7,43.44,109.1
2011,6,12,Battery Park,70,East Elmhurst,Manhattan,Queens,2,26.3,67.4
2011,6,76,East New York,89,Flatbush/Ditmas Park,Brooklyn,Brooklyn,2,11.309999999999999,33.4
2011,6,127,Inwood,120,Highbridge Park,Manhattan,Manhattan,6,10.3,45.0
2011,6,41,Central Harlem,78,East Tremont,Manhattan,Bronx,8,53.83,146.39999999999998
2011,6,54,Columbia Street,66,DUMBO/Vinegar Hill,Brooklyn,Brooklyn,15,32.83,128.3
2011,6,34,Brooklyn Navy Yard,13,Battery Park City,Brooklyn,Manhattan,3,11.899999999999999,45.5
2011,6,63,Cypress Hills,33,Brooklyn Heights,Brooklyn,Brooklyn,1,7.3,24.1
2011,6,15,Bay Terrace/Fort Totten,48,Clinton East,Queens,Manhattan,1,12.2,32.5
2011,6,95,Forest Hills,17,Bedford,Queens,Brooklyn,2,9.31,45.0
2011,6,66,DUMBO/Vinegar Hill,120,Highbridge Park,Brooklyn,Manhattan,1,13.6,35.7
2011,6,93,Flushing Meadows-Corona Park,45,Chinatown,Queens,Manhattan,1,11.7,45.0
2011,6,48,Clinton East,114,Greenwich Village South,Manhattan,Manhattan,3951,11553.280000000008,44095.50000000008
2011,6,48,Clinton East,48,Clinton East,Manhattan,Manhattan,27620,24048.739999999918,163386.62000000325
2011,6,68,East Chelsea,42,Central Harlem North,Manhattan,Manhattan,841,5826.7500000000055,16183.099999999995
2011,6,114,Greenwich Village South,17,Bedford,Manhattan,Brooklyn,556,2585.1800000000035,8257.200000000003
2011,6,125,Hudson Sq,89,Flatbush/Ditmas Park,Manhattan,Brooklyn,95,734.9299999999997,2005.1
2011,6,125,Hudson Sq,56,Corona,Manhattan,Queens,20,207.00000000000003,512.0
2011,6,87,Financial District North,43,Central Park,Manhattan,Manhattan,462,3129.350000000002,9063.000000000005
2011,6,50,Clinton West,12,Battery Park,Manhattan,Manhattan,299,1399.5500000000006,4344.699999999999
2011,6,50,Clinton West,29,Brighton Beach,Manhattan,Brooklyn,24,441.5,1034.1
2011,6,107,Gramercy,39,Canarsie,Manhattan,Brooklyn,20,250.50000000000003,672.0
2011,6,45,Chinatown,41,Central Harlem,Manhattan,Manhattan,52,445.1199999999999,1245.6
2011,6,33,Brooklyn Heights,112,Greenpoint,Brooklyn,Brooklyn,238,1159.9000000000003,3338.1999999999994
2011,6,12,Battery Park,12,Battery Park,Manhattan,Manhattan,121,229.51,1237.5
2011,6,28,Briarwood/Jamaica Hills,68,East Chelsea,Queens,Manhattan,9,63.87,248.6
2011,6,24,Bloomingdale,12,Battery Park,Manhattan,Manhattan,11,91.88000000000002,250.3
2011,6,107,Gramercy,21,Bensonhurst East,Manhattan,Brooklyn,39,522.2600000000001,1336.2999999999997
2011,6,66,DUMBO/Vinegar Hill,41,Central Harlem,Brooklyn,Manhattan,8,85.33000000000001,217.2
2011,6,112,Greenpoint,52,Cobble Hill,Brooklyn,Brooklyn,54,308.78000000000014,815.0000000000001
2011,6,79,East Village,19,Bellerose,Manhattan,Queens,4,74.26,166.4
2011,6,7,Astoria,102,Glendale,Queens,Queens,14,116.95,307.0
2011,6,107,Gramercy,20,Belmont,Manhattan,Bronx,17,218.47,557.3000000000001
2011,6,65,Downtown Brooklyn/MetroTech,6,Arrochar/Fort Wadsworth,Brooklyn,Staten Island,4,44.91,117.9
2011,6,37,Bushwick South,10,Baisley Park,Brooklyn,Queens,2,17.0,43.4
2011,6,106,Gowanus,62,Crown Heights South,Brooklyn,Brooklyn,14,34.75,128.99999999999997
2011,6,69,East Concourse/Concourse Village,60,Crotona Park East,Bronx,Bronx,2,18.35,44.2
2011,6,88,Financial District South,83,Elmhurst/Maspeth,Manhattan,Queens,7,65.0,167.9
2011,6,34,Brooklyn Navy Yard,40,Carroll Gardens,Brooklyn,Brooklyn,4,12.36,41.6
2011,6,100,Garment District,23,Bloomfield/Emerson Hill,Manhattan,Staten Island,9,185.32000000000002,382.6
2011,6,125,Hudson Sq,10,Baisley Park,Manhattan,Queens,5,81.77000000000001,196.2
2011,6,107,Gramercy,111,Green-Wood Cemetery,Manhattan,Brooklyn,4,32.959999999999994,92.4
2011,6,23,Bloomfield/Emerson Hill,118,Heartland Village/Todt Hill,Staten Island,Staten Island,5,5.31,28.1
2011,6,12,Battery Park,95,Forest Hills,Manhattan,Queens,2,31.150000000000002,85.4
2011,6,14,Bay Ridge,82,Elmhurst,Brooklyn,Queens,2,27.4,63.400000000000006
2011,6,83,Elmhurst/Maspeth,17,Bedford,Queens,Brooklyn,1,5.86,16.1
2011,6,56,Corona,121,Hillcrest/Pomonok,Queens,Queens,1,8.83,20.5
2011,6,66,DUMBO/Vinegar Hill,1,Newark Airport,Brooklyn,EWR,4,61.29,289.5
2011,6,70,East Elmhurst,76,East New York,Queens,Brooklyn,2,24.25,57.8
2011,6,48,Clinton East,88,Financial District South,Manhattan,Manhattan,1288,6885.830000000002,21826.80000000001
2011,6,68,East Chelsea,114,Greenwich Village South,Manhattan,Manhattan,5928,10546.38000000004,48015.20000000007
2011,6,97,Fort Greene,97,Fort Greene,Brooklyn,Brooklyn,1005,1146.3699999999983,6392.509999999999
2011,6,41,Central Harlem,74,East Harlem North,Manhattan,Manhattan,1994,2292.0299999999966,12028.90000000001
2011,6,125,Hudson Sq,82,Elmhurst,Manhattan,Queens,48,436.13999999999993,1138.4000000000003
2011,6,120,Highbridge Park,68,East Chelsea,Manhattan,Manhattan,4,21.22,47.300000000000004
2011,6,68,East Chelsea,106,Gowanus,Manhattan,Brooklyn,186,1227.8500000000001,3724.990000000001
2011,6,83,Elmhurst/Maspeth,1,Newark Airport,Queens,EWR,1,17.38,53.9
2011,6,67,Dyker Heights,67,Dyker Heights,Brooklyn,Brooklyn,191,398.71999999999997,1958.6000000000004
2011,6,87,Financial District North,41,Central Harlem,Manhattan,Manhattan,140,1356.2799999999995,3504.7999999999993
2011,6,4,Alphabet City,66,DUMBO/Vinegar Hill,Manhattan,Brooklyn,90,347.98999999999995,1161.0000000000005
2011,6,107,Gramercy,106,Gowanus,Manhattan,Brooklyn,196,1172.3699999999988,3564.400000000002
2011,6,43,Central Park,106,Gowanus,Manhattan,Brooklyn,22,221.44,612.2
2011,6,80,East Williamsburg,26,Borough Park,Brooklyn,Brooklyn,5,50.849999999999994,124.10000000000001
2011,6,79,East Village,85,Erasmus,Manhattan,Brooklyn,53,405.68999999999994,1171.2999999999995
2011,6,4,Alphabet City,67,Dyker Heights,Manhattan,Brooklyn,17,190.72,462.9000000000001
2011,6,62,Crown Heights South,13,Battery Park City,Brooklyn,Manhattan,1,6.1,16.5
2011,6,7,Astoria,91,Flatlands,Queens,Brooklyn,3,53.82000000000001,122.69999999999999
2011,6,87,Financial District North,55,Coney Island,Manhattan,Brooklyn,21,279.78,690.1
2011,6,45,Chinatown,18,Bedford Park,Manhattan,Bronx,2,28.21,72.6
2011,6,126,Hunts Point,112,Greenpoint,Bronx,Brooklyn,1,7.1,20.1
2011,6,68,East Chelsea,102,Glendale,Manhattan,Queens,25,259.35,699.6999999999999
2011,6,111,Green-Wood Cemetery,89,Flatbush/Ditmas Park,Brooklyn,Brooklyn,3,9.01,30.299999999999997
2011,6,85,Erasmus,91,Flatlands,Brooklyn,Brooklyn,3,14.76,43.099999999999994
2011,6,107,Gramercy,118,Heartland Village/Todt Hill,Manhattan,Staten Island,6,108.37,246.20000000000002
2011,6,69,East Concourse/Concourse Village,66,DUMBO/Vinegar Hill,Bronx,Brooklyn,1,6.4,20.1
2011,6,54,Columbia Street,88,Financial District South,Brooklyn,Manhattan,7,21.98,71.5
2011,6,13,Battery Park City,5,Arden Heights,Manhattan,Staten Island,1,23.5,51.7
2011,6,96,Forest Park/Highland Park,2,Jamaica Bay,Queens,Queens,2,10.72,27.799999999999997
2011,6,13,Battery Park City,63,Cypress Hills,Manhattan,Brooklyn,1,11.66,32.9
2011,6,78,East Tremont,75,East Harlem South,Bronx,Manhattan,1,0.72,4.5
2011,6,87,Financial District North,5,Arden Heights,Manhattan,Staten Island,1,22.6,48.5
2011,6,76,East New York,37,Bushwick South,Brooklyn,Brooklyn,5,33.42999999999999,95.0
2011,6,8,Astoria Park,116,Hamilton Heights,Queens,Manhattan,1,5.0,14.1
2011,6,43,Central Park,101,Glen Oaks,Manhattan,Queens,1,18.45,42.5
2011,6,70,East Elmhurst,54,Columbia Street,Queens,Brooklyn,1,11.8,28.5
2011,6,88,Financial District South,47,Claremont/Bathgate,Manhattan,Bronx,1,12.2,28.9
2011,6,13,Battery Park City,74,East Harlem North,Manhattan,Manhattan,88,860.7699999999998,2164.000000000001
2011,6,113,Greenwich Village North,113,Greenwich Village North,Manhattan,Manhattan,8655,7179.53000000003,51699.729999999865
2011,6,114,Greenwich Village South,55,Coney Island,Manhattan,Brooklyn,16,265.78999999999996,611.1999999999999
2011,6,90,Flatiron,9,Auburndale,Manhattan,Queens,4,75.38,170.39999999999998
2011,6,40,Carroll Gardens,52,Cobble Hill,Brooklyn,Brooklyn,440,328.9900000000001,1990.8000000000004
2011,6,61,Crown Heights North,113,Greenwich Village North,Brooklyn,Manhattan,27,152.54,467.50000000000006
2011,6,28,Briarwood/Jamaica Hills,48,Clinton East,Queens,Manhattan,28,310.43,1087.2
2011,6,88,Financial District South,71,East Flatbush/Farragut,Manhattan,Brooklyn,12,91.57000000000001,260.40000000000003
2011,6,62,Crown Heights South,97,Fort Greene,Brooklyn,Brooklyn,6,10.77,45.4
2011,6,4,Alphabet City,41,Central Harlem,Manhattan,Manhattan,114,856.0000000000002,2246.200000000001
2011,6,55,Coney Island,55,Coney Island,Brooklyn,Brooklyn,55,90.15,697.2
2011,6,70,East Elmhurst,61,Crown Heights North,Queens,Brooklyn,9,101.32000000000001,263.30000000000007
2011,6,2,Jamaica Bay,113,Greenwich Village North,Queens,Manhattan,1,16.1,45.0
2011,6,17,Bedford,83,Elmhurst/Maspeth,Brooklyn,Queens,5,32.0,86.1
2011,6,42,Central Harlem North,94,Fordham South,Manhattan,Bronx,2,12.5,39.0
2011,6,45,Chinatown,78,East Tremont,Manhattan,Bronx,1,13.8,36.1
2011,6,125,Hudson Sq,16,Bayside,Manhattan,Queens,4,65.34,166.0
2011,6,71,East Flatbush/Farragut,89,Flatbush/Ditmas Park,Brooklyn,Brooklyn,8,19.91,72.0
2011,6,50,Clinton West,85,Erasmus,Manhattan,Brooklyn,4,47.49000000000001,130.4
2011,6,24,Bloomingdale,102,Glendale,Manhattan,Queens,1,10.95,26.9
2011,6,42,Central Harlem North,4,Alphabet City,Manhattan,Manhattan,21,160.22,435.30000000000007
2011,6,40,Carroll Gardens,75,East Harlem South,Brooklyn,Manhattan,16,169.73,439.19999999999993
2011,6,40,Carroll Gardens,70,East Elmhurst,Brooklyn,Queens,2,22.200000000000003,52.6
2011,6,58,Country Club,32,Bronxdale,Bronx,Bronx,2,11.31,36.6
2011,6,107,Gramercy,122,Hollis,Manhattan,Queens,1,2.26,8.9
2011,6,85,Erasmus,39,Canarsie,Brooklyn,Brooklyn,1,6.1,20.9
2011,6,56,Corona,9,Auburndale,Queens,Queens,1,3.73,10.1
2011,6,107,Gramercy,7,Astoria,Manhattan,Queens,1571,8635.549999999994,25871.5
2011,6,100,Garment District,107,Gramercy,Manhattan,Manhattan,4972,8312.889999999998,38351.200000000084
2011,6,41,Central Harlem,79,East Village,Manhattan,Manhattan,293,2124.640000000001,5877.300000000002
2011,6,90,Flatiron,63,Cypress Hills,Manhattan,Brooklyn,10,131.44,339.8
2011,6,65,Downtown Brooklyn/MetroTech,97,Fort Greene,Brooklyn,Brooklyn,506,606.3899999999999,3054.2000000000003
2011,6,80,East Williamsburg,68,East Chelsea,Brooklyn,Manhattan,142,784.3799999999998,2551.100000000001
2011,6,45,Chinatown,4,Alphabet City,Manhattan,Manhattan,460,885.31,3849.199999999998
2011,6,40,Carroll Gardens,106,Gowanus,Brooklyn,Brooklyn,287,358.37,1669.4999999999998
2011,6,97,Fort Greene,33,Brooklyn Heights,Brooklyn,Brooklyn,493,713.6899999999998,3501.299999999998
2011,6,92,Flushing,100,Garment District,Queens,Manhattan,7,67.86000000000001,217.20000000000002
2011,6,63,Cypress Hills,13,Battery Park City,Brooklyn,Manhattan,2,18.6,90.0
2011,6,100,Garment District,14,Bay Ridge,Manhattan,Brooklyn,168,2038.3699999999997,5216.7999999999965
2011,6,95,Forest Hills,61,Crown Heights North,Queens,Brooklyn,15,125.92999999999999,336.3
2011,6,6,Arrochar/Fort Wadsworth,6,Arrochar/Fort Wadsworth,Staten Island,Staten Island,34,43.13,424.29999999999995
2011,6,4,Alphabet City,83,Elmhurst/Maspeth,Manhattan,Queens,11,78.47000000000001,215.5
2011,6,10,Baisley Park,50,Clinton West,Queens,Manhattan,16,236.98,720.0
2011,6,77,East New York/Pennsylvania Avenue,77,East New York/Pennsylvania Avenue,Brooklyn,Brooklyn,24,30.36999999999999,332.50000000000006
2011,6,79,East Village,94,Fordham South,Manhattan,Bronx,19,240.32,577.5
2011,6,43,Central Park,105,Governor's Island/Ellis Island/Liberty Island,Manhattan,Manhattan,1,18.25,45.0
2011,6,127,Inwood,7,Astoria,Manhattan,Queens,4,43.209999999999994,109.19999999999999
2011,6,68,East Chelsea,78,East Tremont,Manhattan,Bronx,18,230.81000000000003,579.8000000000002
2011,6,48,Clinton East,58,Country Club,Manhattan,Bronx,8,119.9,277.20000000000005
2011,6,112,Greenpoint,91,Flatlands,Brooklyn,Brooklyn,4,42.84,114.0
2011,6,93,Flushing Meadows-Corona Park,77,East New York/Pennsylvania Avenue,Queens,Brooklyn,1,16.74,41.3
2011,6,20,Belmont,74,East Harlem North,Bronx,Manhattan,1,7.56,20.1
2011,6,82,Elmhurst,8,Astoria Park,Queens,Queens,1,4.9,14.9
2011,6,55,Coney Island,108,Gravesend,Brooklyn,Brooklyn,3,9.469999999999999,40.3
2011,6,125,Hudson Sq,47,Claremont/Bathgate,Manhattan,Bronx,1,13.4,35.3
2011,6,4,Alphabet City,10,Baisley Park,Manhattan,Queens,1,18.0,45.0
2011,6,17,Bedford,116,Hamilton Heights,Brooklyn,Manhattan,1,14.2,35.7
2011,6,105,Governor's Island/Ellis Island/Liberty Island,125,Hudson Sq,Manhattan,Manhattan,1,1.65,6.5
2011,6,79,East Village,125,Hudson Sq,Manhattan,Manhattan,4244,6207.999999999998,30659.599999999995
2011,6,40,Carroll Gardens,49,Clinton Hill,Brooklyn,Brooklyn,363,957.07,3611.099999999998
2011,6,4,Alphabet City,49,Clinton Hill,Manhattan,Brooklyn,227,1053.4399999999998,3460.3
2011,6,114,Greenwich Village South,106,Gowanus,Manhattan,Brooklyn,195,928.0999999999999,2951.1000000000013
2011,6,90,Flatiron,95,Forest Hills,Manhattan,Queens,196,2029.2200000000003,5223.699999999997
2011,6,114,Greenwich Village South,1,Newark Airport,Manhattan,EWR,168,2409.3199999999993,8622.500000000004
2011,6,107,Gramercy,70,East Elmhurst,Manhattan,Queens,75,692.9399999999998,1837.4999999999998
2011,6,97,Fort Greene,62,Crown Heights South,Brooklyn,Brooklyn,50,126.55000000000001,475.40000000000003
2011,6,113,Greenwich Village North,32,Bronxdale,Manhattan,Bronx,10,152.47999999999996,358.59999999999997
2011,6,21,Bensonhurst East,22,Bensonhurst West,Brooklyn,Brooklyn,21,36.14,158.10000000000002
2011,6,48,Clinton East,29,Brighton Beach,Manhattan,Brooklyn,35,676.9700000000003,1603.5000000000002
2011,6,100,Garment District,92,Flushing,Manhattan,Queens,76,927.5499999999998,2318.5000000000005
2011,6,49,Clinton Hill,62,Crown Heights South,Brooklyn,Brooklyn,33,69.79,276.9
2011,6,28,Briarwood/Jamaica Hills,76,East New York,Queens,Brooklyn,1,9.31,24.9
2011,6,7,Astoria,22,Bensonhurst West,Queens,Brooklyn,3,51.050000000000004,115.1
2011,6,36,Bushwick North,66,DUMBO/Vinegar Hill,Brooklyn,Brooklyn,4,14.28,43.6
2011,6,61,Crown Heights North,54,Columbia Street,Brooklyn,Brooklyn,3,11.14,36.3
2011,6,39,Canarsie,72,East Flatbush/Remsen Village,Brooklyn,Brooklyn,7,11.190000000000001,50.699999999999996
2011,6,21,Bensonhurst East,33,Brooklyn Heights,Brooklyn,Brooklyn,2,17.13,43.400000000000006
2011,6,89,Flatbush/Ditmas Park,35,Brownsville,Brooklyn,Brooklyn,4,15.76,50.8
2011,6,88,Financial District South,102,Glendale,Manhattan,Queens,5,63.879999999999995,153.7
2011,6,62,Crown Heights South,72,East Flatbush/Remsen Village,Brooklyn,Brooklyn,4,6.98,28.799999999999997
2011,6,76,East New York,85,Erasmus,Brooklyn,Brooklyn,1,5.24,19.7
2011,6,114,Greenwich Village South,15,Bay Terrace/Fort Totten,Manhattan,Queens,1,17.0,39.3
2011,6,115,Grymes Hill/Clifton,109,Great Kills,Staten Island,Staten Island,1,5.8,16.5
2011,6,107,Gramercy,37,Bushwick South,Manhattan,Brooklyn,460,2529.9500000000016,8024.499999999999
2011,6,100,Garment District,62,Crown Heights South,Manhattan,Brooklyn,72,609.33,1844.4000000000005
2011,6,83,Elmhurst/Maspeth,70,East Elmhurst,Queens,Queens,19,81.81999999999998,242.70000000000002
2011,6,97,Fort Greene,45,Chinatown,Brooklyn,Manhattan,105,270.0899999999999,962.9
2011,6,24,Bloomingdale,70,East Elmhurst,Manhattan,Queens,8,66.61,189.20000000000002
2011,6,87,Financial District North,51,Co-Op City,Manhattan,Bronx,10,185.32,422.2
2011,6,106,Gowanus,54,Columbia Street,Brooklyn,Brooklyn,36,73.34999999999998,274.79999999999995
2011,6,79,East Village,121,Hillcrest/Pomonok,Manhattan,Queens,46,639.23,1526.2
2011,6,14,Bay Ridge,67,Dyker Heights,Brooklyn,Brooklyn,66,139.25,572.5999999999999
